SOLICITUD;ESTADO_SOLICITUD;F_SOLCIITUD;F_CARGUE_SOLICITUD;Tipo_Op;ORIGEN;DESTINO;OBSERVACIONES;VIAJE;PLACA;FECHA CITA;CLIENTE;CANAL DE DISTRIBUCIÓN;NEGOCIO;CUMPLE;SEGUIMIENTO;CAUSA;ASIGNADA ;ABECEDARIO;CONS;MES;DIA;CITA REPRO.;TIPOLOGIA;PROPIETARIO;ConductorNombre;ConductorCel;
S2-356692;Confirmada;01/04/2019;01/04/2019;URBANO;SOACHA;BOGOTA;"""SODIMAC NORTE CITA MARTES 02 ABRIL 6:00 A.M//OC 18300590 / BELGRANO / ARE//AVENIDA CARACA";VS-806794;CHG502;02/04/2019 6:00;SD NORTE BOGOTA ;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-356964;;01/04/2019;01/04/2019;URBANO;SOPO;MOSQUERA;SD CAJICA-SD MOSQUERA-PRODIVERSO ENTRELOMAS-RESERVA DE AKORA OBRAS EXTERIORES-PRADERA-02 DE MARZO SD DORADO CITA 6 AM ZONA DE SUEÑOS--LOO OTROS CLIENTES ANTES DE LAS 12 M;;;02/04/2019 6:00;SD CAJICA;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356965;;01/04/2019;01/04/2019;URBANO;SOPO;BOGOTA;SD DORADO-DISTRIBUIDORA DE CERAMICAS COLOMBIA SAS-PRODIVERSOS CENTRODE DESARROLLO AGROINDUSTRIAL SENA-ZONA FRANCA HOTEL CORFERIAS-LA BIBLIA DICE / JJ INGENIERIA Y DISEÑOS-02 DE MARZO SD DORADO CITA 6 AM ZONA DE SUEÑOS--LOS OTROS CLIENTES ANTES DE LAS 12 M;;;02/04/2019 6:00;SD DORADO;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356966;Confirmada;01/04/2019;01/04/2019;URBANO;SOPO;BOGOTA;AC CD TC SOACHA-DECORADOS Y ACABADOS CERAMICOS S.A.S-CERAMIGRES SOACHA-02 DE ABRIL CORONA CITA DE 6 AM A 8 AM--LOS OTROS DOS ANTES DE LAS 12 M;;;02/04/2019 6:00;AC CD TC SOACHA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356969;Confirmada;01/04/2019;01/04/2019;URBANO;MADRID;MOSQUERA;MOSQUERA 2 CITA SODIMAC MOSQUERA SE ENTREGA EL MARTES 02 DE ABRIL 6 AM;;;02/04/2019 6:00;SD MOSQUERA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356975;Confirmada;01/04/2019;01/04/2019;URBANO;RIONEGRO;ENVIGADO;SODIMAC COL. S.A. (INDUSTRIAL) REENVIO CITA MARTES 02 ABRIL 6AM DE LA PLACA TOQ997 744738-REENVIO;VS-807117;TAZ085;02/04/2019 6:00;SD INDUSTRIALES;AUTOSERVICO ;CORLANC;SI;;;;;;;;;;;;;
S2-357239;Confirmada;02/04/2019;02/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 2 CITA AC FONTIBON SE ENTREGA EL MARTES 02 DE ABRIL 6 AM  Y  AC DORADO 8 AM Y AC RICAURTE 10 AM;VS-807385;USA223;02/04/2019 6:00;AC CD TC FONTIBON;ALMACENES CORONA;BAÑOS y COCINAS;NO;CITA REPROGRAMADA;INCUMPLE TIEMPO DE CONTRATACIÓN (24 HRS DESPUÉS DE GENERADA LA SOLICITUD);OPERACIONES DE TRANSPORTE;;;;;03/04/2019 8:00;;;;;
S2-357241;Confirmada;02/04/2019;02/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 2 CITA AC SANTA LUCIA SE ENTREGA EL MARTES 02 DE ABRIL 6 AM  Y  AC VENECIA 8 AM Y AC KENNEDY 10 AM Y UN CLIENTE MAS;VS-807349;WGQ021;02/04/2019 6:00;AC CD TC SANTA LUCIA;ALMACENES CORONA;BAÑOS y COCINAS;NO;;INCUMPLE TIEMPO DE CONTRATACIÓN (24 HRS DESPUÉS DE GENERADA LA SOLICITUD);OPERACIONES DE TRANSPORTE;;;;;;;;;;
S2-357242;Confirmada;02/04/2019;02/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 1 CITA AC QUIRIGUA SE ENTREGA EL MARTES 02 DE ABRIL 6 AM  Y  2 CLIENTES MAS;VS-807350;UFU505;02/04/2019 6:00;AC CD TC QUIRIGUA;ALMACENES CORONA;BAÑOS y COCINAS;NO;;INCUMPLE TIEMPO DE CONTRATACIÓN (24 HRS DESPUÉS DE GENERADA LA SOLICITUD);OPERACIONES DE TRANSPORTE;;;;;;;;;;
S2-355358;Confirmada;29/03/2019;30/03/2019;NACIONAL;GIRARDOTA;CALI;CITA CRITICA  02   ABRIL    6   AM  SODIMAC (TULUA)CITA ABRIL 03 6 AM AC CD TC CALI - -SAN PASCUAL-FERRIOBRAS S.A.-MAXCERAMICA TULUA;;;02/04/2019 6:00;SD TULUA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354103;Confirmada;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;CERETE;CITA CRITICA  02   ABRIL    06:30   AM FERROMATERIALES GARCES S A-FERROMATERIALES GARCES S.A.S;;;02/04/2019 6:30;PRODIVERSO;CONTRUCTOR ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-352928;Confirmada;27/03/2019;30/03/2019;NACIONAL;SOPO;PEREIRA;02 ABR CITA  07 AM EN TORRE EPIC / AVENIDA PINARES CR. 17 NO. 10-23 ESQUINA / PEREIRA  PERSONAL CON ARL AL DIA Y EPP--NOTA  RECIBEN DE LUNES A VIERNES DE 8.00 A.M. A 4:00 P.M. RECIBE ADRIANA RODRIGUEZ  CEL. 3173665999.  DESPACHAR CADA;;;02/04/2019 7:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354464;Confirmada;28/03/2019;29/03/2019;NACIONAL;MADRID;BARRANQUILLA;UNIFEL S.A. (BARRANQUILLA): CITA 02.04.2019_07HR;;;02/04/2019 7:00;UNIFEL S.A;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354732;Confirmada;29/03/2019;30/03/2019;NACIONAL;CALDAS;FUNZA;COLOMBIANA DE COMERCIO S.A.(BOG) CITA MARTES 2 DE ABRIL 7AM LLAMAR AL 3212416897 PARA EL CODIGO DE LA CITA;VS-804721;SWN181;02/04/2019 7:00;COLOMBIANA DE COMERCIO S.A.(BOG);MAYORISTA ;LOCERIA;SI;;;;;;;;;;;;;
S2-355242;Confirmada;29/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;GIRARDOTA;GALAPA;CEDIS GALAPA: CITA CRITICA 02.04.2019_07HR //;VS-805353;TRK714;02/04/2019 7:00;CD GALAPA;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355323;Confirmada;29/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;SOPO;YUMBO;SODIMAC COL. S.A. (CALI SUR) CITA LUNES 01 DE ABRIL 6 AM // CITA EN YUMBO MARTES 02 DE ABRIL 7 AM;VS-805342;SRP482;02/04/2019 7:00;CD YUMBO;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355811;Confirmada;30/03/2019;30/03/2019;NACIONAL;MADRID;MEDELLIN;CITA PARA CONSTRUIR EL DIA          02 DE ABRIL A LAS 7:00 AM MARTES  CARGUE ESTIBADO/PLANCHA/FRONTAL/;;;02/04/2019 7:00;PARACONSTRUIR;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355930;Confirmada;30/03/2019;01/04/2019;NACIONAL;MADRID;MEDELLIN;CITA PISENDE EL DIA 2 DE ABRIL A LAS 7:00 AM MARTES/AC UNIVENTAS CITA 9:00 PM EL DIA 2 DE ABRIL VEHICULO CARROZADO VA CON VTC PARA CROOS LA VEGA;VS-806510;SYT764;02/04/2019 7:00;BODEGAS PISENDE S.A.S;DETALLISTA;REVESTIMIENTO;NO;;TIEMPO DE ESTADÍA EN PLANTA MAYOR AL ESTABLECIDO;DISTRIBUCIÓN;;;;;;;;;;
S2-355981;Confirmada;30/03/2019;01/04/2019;URBANO;BARRANQUILLA;GALAPA;TEXCOMERCIAL  S.A.S. (BARRANQUILLA) CITA MARTES 2  DE ABRIL 7 AM;VS-806031;SRN261;02/04/2019 7:00;TEXCOMERCIAL S.A.S. (ITAGUI);MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-356538;Confirmada;01/04/2019;01/04/2019;URBANO;MADRID;TENJO;COLOMBIANA DE COMERCIO: CITA CRITICA MARTES 02  DE ABRIL A LAS 7:00 A.M. - ALTACOL;;;02/04/2019 7:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;BAÑOS y COCINAS;NO;;PROBLEMAS EN VÍA ;EXTERNA;;;;;;;;;;
S2-356548;Confirmada;01/04/2019;01/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  02   ABRIL   7   AM  BODEGAS PISENDE;VS-806717;WLX695;02/04/2019 7:00;BODEGAS PISENDE S.A.S;DETALLISTA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356550;;01/04/2019;01/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  02   ABRIL   7   AM  PARACONSTRUIR S.A.S. AUX DESCARGUE SOLO DESPACAR VH COMPLETOS PARA ESTA CLIENTE;;;02/04/2019 7:00;PARACONSTRUIR;MAYORISTA ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356741;Confirmada;01/04/2019;01/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN BODEGAS PISENDE CITA MARTES  02 ABRIL 7AM 746502 25,5 1;VS-806953;SNM483;02/04/2019 7:00;BODEGAS PISENDE S.A.S;DETALLISTA;SUMICOL;SI;;;;;;;;;;;;;
S2-356751;;01/04/2019;01/04/2019;URBANO;SABANETA;MEDELLIN;ITAGUI RESERVA DEL PARQUE / BYB// AC CD TC GUAYABAL CITA MARTES 02 ABRIL 7AM 745970 8,4 2;;;02/04/2019 7:00;AC CD TC GUAYABAL;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-356753;Confirmada;01/04/2019;01/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN CORREA ROLDAN HENRY DE JESUS  CITA MARTES 02 ABRIL 7AM // UPB  746575 8,8 2;VS-806991;TPV127;02/04/2019 7:00;PRODIVERSO;CONTRUCTOR ;SUMICOL;SI;;;;;;;;;;;;;
S2-356754;Confirmada;01/04/2019;01/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN PISENDE GUAYABAL CITA MARTES 02 ABRIL 11AM // AC CD TC UANTIOQUIA // AC CD HC SABANETA CITA MARTES 02 ABRIL 7AM  746612 3,3 3 // COMBINADO CON GAMA WEG;VS-806994;TMV563;02/04/2019 7:00;AC CD HC SABANETA;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-355415;;29/03/2019;01/04/2019;URBANO;RIONEGRO;MEDELLIN;MEDELLIN COLOMBIANA DE COMERCIO S.A. (MED) CITA MARTES 02 ABRIL 7:30 AM 744746 8416 1 SENCILLO CARGA LUNES PARA ENTREGA MARTES FACT ABRIL;;;02/04/2019 7:30;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;CORLANC;SI;;;;;;;;;;;;;
S2-356428;Confirmada;31/03/2019;01/04/2019;URBANO;MADRID;BOGOTA;"reporgramada para el 02 abril CL  no opero el domingo--01 ABR  CITA CRITICA EN AC 54 AC BODEGA EL DORADO DE 7 AM A 8 AM----- EN (8000008517) SODIMAC COL. S.A. (CALLE 80) DE 6 AM A 12 M .--- NOTA ESTA VIAJE DEBE QUEDAR CON FACTURACION DEL MES DE MARZO
";VS-806628;TKJ799;02/04/2019 8:00;AC HC DORADO ;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354794;Confirmada;29/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;MADRID;GIRARDOTA;"CITA BAZAR DE LA CONSTRUCCION 2 DE BARIL MARTES RIONEGRO 8:00 AM CARGUE LATERAL Y EN PLANCHA  /EL RESTO CROOS LA VEGA 
";;;02/04/2019 8:00;BAZAR DE LA CONSTRUCCION S.A.S;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354798;Confirmada;29/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;MADRID;GIRARDOTA;CITA BAZAR DE LA CONSTRUCCION 2 DE BARIL MARTES RIONEGRO 8:00 AM CARGUE LATERAL Y EN PLANCHA  /EL RESTO CROOS LA VEGA;;TGK780;02/04/2019 8:00;BAZAR DE LA CONSTRUCCION S.A.S;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354938;Confirmada;29/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;SOPO;GIRARDOTA;CITA BAZAR DE LA CONSTRUCICON RIONEGRO EL DIA 2 DE ABRIL 8:00 AM MARTES CARGUE LATERAL Y EN PLANCHA /MALLA CONSTRUCIONES DIRECTO ENTREGAR RECIBE MULA /CROOS LA VEGA;;;02/04/2019 8:00;BAZAR DE LA CONSTRUCCION S.A.S;DETALLISTA;REVESTIMIENTO;NO;;TIEMPO DE ESTADÍA EN PLANTA MAYOR AL ESTABLECIDO;DISTRIBUCIÓN;;;;;;;;;;
S2-355297;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOPO;DOSQUEBRADAS;02 ABRIL CITA CRITICA ENTREGAR EN  PLATAFORMA XD EJE CAFETERO DOSQUEBRADAS----VIAJE SINERGIA;VS-805346;swm678;02/04/2019 8:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355789;Confirmada;30/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;MADRID;YUMBO;ALMACEN CERAMICAS Y PINTURAS CITA LUNES 05 DE ABRIL 6 AM // CITA MARTES 02 DE ABRIL EN YUMBO 8 AM MULA CARROZADA;VS-805805;SWL548;02/04/2019 8:00;CD YUMBO;#N/A;REVESTIMIENTO;NO;;VARADO;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-355801;Confirmada;30/03/2019;30/03/2019;NACIONAL;GIRARDOTA;MAGANGUE;6 CLIENTES CAUCASIA/SINCELEJO/MONTERIA/MAGANGUE CITA MAXICASSA MAGANGUE 2 DE ABRIL MARTES 8:00 AM;VS-805810;SMW321;02/04/2019 8:00;MAXICASSA S.A.S.;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355809;Confirmada;30/03/2019;30/03/2019;NACIONAL;MADRID;MEDELLIN;"OBRA CITA LA ESTRELLA 2 DE ABRIL MARTES /AC GUAYABAL 6;:00 AM 2 ABRIL";;;02/04/2019 8:00;AC CD TC GUAYABAL;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355928;Confirmada;30/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;MADRID;CARTAGENA;CARGUE DE HOY PARA HOY: CEDIS GALAPA: CITA CRITICA 02.04.2019_08HR // MAXCERAMICA CARTAGENA: 02.04.2019_6HR;VS-806018;SDR608;02/04/2019 8:00;CD GALAPA;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356018;Confirmada;30/03/2019;30/03/2019;NACIONAL;MADRID;CANDELARIA;COVAL COMERCIAL S.A. (CALI) CITA MARTES 02 DE ABRIL // PAOLA ANDREA GUZMAN PALOMINO  CITA MIERCOLES 03 DE ABRIL 6 AM MULA CARROZADA;VS-806085;XID506;02/04/2019 8:00;COVAL COMERCIAL S.A. (COTA);MAYORISTA ;REVESTIMIENTO;NO;;NO CUMPLE CONDICIONES DE CARGUE / DESCARGUE SOLICITADAS EN LA OBSERVACION;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-356073;Confirmada;30/03/2019;31/03/2019;NACIONAL;SOPO;SOGAMOSO;ENTREGAS MARTES COVAL COMERCIAL S.A. (DUITAMA)//NOGO BOYACA LTDA (SOGAMOSO)//EL PINTOR PS DISTRIBUCIONES S.A.S AUTORIZA PAGO DE CITA LEJANA ELIANA GIRLDO;VS-806151;VSE911;02/04/2019 8:00;COVAL COMERCIAL S.A. (COTA);MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356198;Confirmada;30/03/2019;01/04/2019;URBANO;MADRID;BOGOTA;02  ABRIL  CRITICA 6 AM  ENAC15  AC CD TC RICAURTE DE 6 AM A 8 AM---EN BOSA CENTRO---EN BODEGA SANTA LUCIA;VS-806410;FCH140;02/04/2019 8:00;AC CD TC RICAURTE;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356426;Confirmada;31/03/2019;01/04/2019;CROSSDOCKING TRAMO 2;MADRID;CAJICA;02 ABRIL CITA EN GIRASOLES APARTAMENTOS - CAJICA / KM 2 CAJICA VIA ZIPAQUIRA SECTOR EL BANC / CAJ---EN 8000007923  COVAL (COTA- )AUXILIARES DE DESCARGUE CON ARL AL DIA Y EPP-- NOTA PUEDE QUEDA CON FACTURACION DE MARZO Y ENTREGAR EL 01 DE ABRL.;VS-806520;WFQ089;02/04/2019 8:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356593;Confirmada;1/04/2019;1/04/2019;URBANO;SOPO;BOGOTA;AC CD TC QUIRIGUA-TECHOS SAS (BOG)-02 DE ABRIL CORONA CITA DE 6 AM A 8 AM--TECHOS ESTIBASO ENTREGA A GRANEL ANTES DE LAS 12 M;;;02/04/2019 8:00;AC CD TC QUIRIGUA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356592;Confirmada;1/04/2019;1/04/2019;URBANO;SOPO;BOGOTA;AC CD HC AUTOPISTA NORTE-PRODIVERSO MODENA 124-02 DE ABRIL CORONA CITA DE 6 AM A 8 AM--PRODIVERSO MODENA 124;;;02/04/2019 8:00;AC CD HC AUTOPISTA NORTE;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356618;Confirmada;1/04/2019;1/04/2019;URBANO;MADRID;FUNZA;ORDEN DE TRASLADO DE SAN FRANCISCO A FUNZA CITA CARGUE LUNES 17.00PM Y CITA ENTREGA MARTES 08:00AM;;;02/04/2019 8:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356648;Confirmada;01/04/2019;01/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA BAZAR AMERICANO EL DIA 2 DE ABRIL LUNES/ OR/2 CLIENTES MAS DEBE FACTURAR ESTE MES DE MARZO;VS-806751;TAD578;02/04/2019 8:00;BAZAR AMERICANO S.A.S.;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356682;Confirmada;01/04/2019;01/04/2019;URBANO;MADRID;BOGOTA;02 ABRIL CITA  CRITICA EN AC50  AC CD TC MOSQUERA DE 6 AM A 8 AM---EN DISTRICERAMICAS BLAPER S.A.S DESOACHO CON REMISION---EN ALMACEN EL ARQUITECTO S.A.S--AMARANTO REAL / URBANA MB S.----4 PRODIVERSOS--- VH FURGONADO LLEVA MUEBLES DE COCINAS;VS-807002;TBZ245;02/04/2019 8:00;AC CD TC MOSQUERA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356758;;01/04/2019;02/04/2019;URBANO;SABANETA;BELLO;COMBINADO SM-GAMA EMPRESAS PUBLICAS DE MEDELLIN E.S.P. CITA 8AM PATIOS MARTES 02 ABRIL//;;;02/04/2019 8:00;PRODIVERSO;CONTRUCTOR ;SUMICOL;SI;;;;;;;;;;;;;
S2-356967;;01/04/2019;01/04/2019;URBANO;SOPO;BOGOTA;AC CD TC FONTIBON-VILLA NELLY-PRODIVERSO JOHN MANUEL GOMEZ CUPITRA-02 DE ABRIL CORONA CITA DE 6 AM A 8 AM--LOS OTROS DOS ANTES DE LAS 12 M;;;02/04/2019 8:00;AC CD TC FONTIBON;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355334;Confirmada;29/03/2019;30/03/2019;NACIONAL;MADRID;MEDELLIN;CITA MATERIALES SU COSNTRUCCION EL DIA 02 DE ABRIL  A LAS 9:00 AM MARTES       CARGAR ESTIBADO LLAMARA A GUSTAVO 3127852316;;;02/04/2019 9:00;MATERIALES SU CONSTRUCCION S.A;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-353972;Confirmada;28/03/2019;30/03/2019;NACIONAL;SOPO;SINCELEJO;4 CLIENTES CAUCASIA/SINCELEJO/MONTERIA CITA MAXICASSA SINCELEJO EL DIA 2 DE ABRIL 10:00 AM;VS-804056;SXV859;02/04/2019 10:00;MAXICASSA S.A.S.;DETALLISTA;REVESTIMIENTO;NO;;NO CUMPLE CONDICIONES DE CARGUE / DESCARGUE SOLICITADAS EN LA OBSERVACION;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-354729;Confirmada;29/03/2019;01/04/2019;URBANO;CALDAS;MEDELLIN;COLOMBIANA DE COMERCIO S.A. (MED) CITA MARTES 2 DE ABRIL 10AM;;;02/04/2019 10:00;COLOMBIANA DE COMERCIO S.A. (MED);MAYORISTA ;LOCERIA;SI;;;;;;;;;;;;;
S2-355054;Confirmada;29/03/2019;30/03/2019;NACIONAL;CALDAS;SOLEDAD;DISTRIBUIDORA KIRAMAR S.A.S (BAQ) CITA LUNES 1DE ABRIL 1PM//COLOMBIANA DE COMERCIO S.A.(BQLL) CITA MARTES 2 DE ABRIL 10AM;;;02/04/2019 10:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;LOCERIA;SI;;;;;;;;;;;;;
S2-355156;Confirmada;29/03/2019;30/03/2019;NACIONAL;RIONEGRO;BOGOTA;SODIMAC COL. S.A. (DORADO) CITA LUNES 1 DE ABRIL 6 AM//SODIMAC COL. S.A. (SUBA) CITA LUNES 1 DE ABRIL 10 AM//SODIMAC COL. S.A. (CALLE 80) CITA MARTES 6 AM//SODIAMC NORTE CITA MATES 10 AM;VS-805452;SRL570;02/04/2019 10:00;SD NORTE BOGOTA ;AUTOSERVICO ;CORLANC;SI;;;;;;;;;;;;;
S2-355220;Confirmada;29/03/2019;30/03/2019;NACIONAL;RIONEGRO;SOACHA;CD SOACHA CITA MARTES 2 DE ABRIL 10 AM;VS-805394;SNT235;02/04/2019 10:00;CD SOACHA;#N/A;CORLANC;SI;;;;;;;;;;;;;
S2-355982;Confirmada;30/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;SD DORADO-SD TINTAL-CERAMIGRES SOACHA-01 DE ABRIL ZONA DE SUEÑOS SD DORAO CITA 6 AM A-SD TINTAL CITA 10 AM--EL OTRO CLIENTE ANTES DE LAS 12 M;VS-806110;SZP119;02/04/2019 10:00;SD DORADO;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355985;Confirmada;30/03/2019;01/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN MATERIALES SU CONSTRUCCION CITA MARTES 02 ABRIL 10 AM 745754 33,3 1;;;02/04/2019 10:00;MATERIALES SU CONSTRUCCION S.A;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-356746;Confirmada;01/04/2019;02/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN MUNDO ALIANZA S.A. CITA MARTES 02 ABRIL 10AM 746581 16,8 1;VS-806983;SKB637;02/04/2019 10:00;MUNDO ALIANZA S.A.;CONSTRUCTOR;SUMICOL;SI;;;;;;;;;;;;;
S2-356754;Confirmada;01/04/2019;01/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN PISENDE GUAYABAL CITA MARTES 02 ABRIL 11AM // AC CD TC UANTIOQUIA // AC CD HC SABANETA CITA MARTES 02 ABRIL 7AM  746612 3,3 3 // COMBINADO CON GAMA WEG;VS-806994;TMV563;02/04/2019 11:00;BODEGAS PISENDE S.A.S;DETALLISTA;SUMICOL;SI;;;;;;;;;;;;;
S2-354425;Confirmada;28/03/2019;30/03/2019;NACIONAL;MADRID;YUMBO;COLOMBIANA DE COMERCIO S.A.(YUMBO) CITA MARTES 02 DE ABRIL 12 AM;VS-804408;TJV414;02/04/2019 12:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355976;Confirmada;30/03/2019;31/03/2019;URBANO;BARRANQUILLA;SOLEDAD;COLOMBIANA DE COMERCIO S.A.(BQLL) CITA MARTES 2 DE ABRIL 12 DEL MEDIO DIA SE AUTORIZA PAGAR STAND BY, DEBE QUEDAR FACTURADA MAÑANA 31 DE MARZO;VS-806037;SMG627;02/04/2019 12:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;CORLANC;SI;;;;;;;;;;;;;
S2-356609;Confirmada;1/04/2019;1/04/2019;URBANO;SOPO;MADRID;TRASLADO DE OR A SF-02 DE ABRIL CITA DE 6 AM A 12 M;;;02/04/2019 12:00;CEDI;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354750;Confirmada;29/03/2019;30/03/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CONSTRUTUBOS EL DIA 1 DE ABRIL 13:00 PM LUNES QUE VA ESTIBADO CARGUE LATERAL/4 CLIENTES MAS;;;02/04/2019 13:00;CONSTRUTUBOS SAS;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355104;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOACHA;BUCARAMANGA;AC CD CCI PUERTA DEL SOL CITA MARTES 2 ABRIL 6:00 A.M//CHP MATERIALES PARA CONSTRUC CITA MARTES 2 ABRIL 1:00 P.M//MORALES JULIAN//PINZON YERARDINE;VS-805038;TTG582;02/04/2019 13:00;CHP MATERIALES PARA CONSTRUCCION;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-355948;Confirmada;30/03/2019;01/04/2019;URBANO;SOACHA;FUNZA;COLOMBIANA DE COMERCIO FUNZA CITA MARTES 2 ABRIL 1:00 P.M;VS-805978;SWM977;02/04/2019 13:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-356543;Confirmada;01/04/2019;01/04/2019;URBANO;CALDAS;MEDELLIN;744982 URBANO  ALMACEN BREMEN - MEDELLIN CITA MARTES 2 DE ABRIL 2PM MEDELLIN TURBO 1635 LLEVAR AUXILIAR;;;02/04/2019 14:00;ALMACEN BREMEN ;#N/A;LOCERIA;SI;;;;;;;;;;;;;
S2-357189;;02/04/2019;02/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN INDUSTRIAS ROCA (MED) CITA MARTES 02 ABRIL  3 PM 747277 4,4 1;;;02/04/2019 15:00;ALMACENES E INDUSTRIAS ROCA;CONSTRUCTOR;SUMICOL;SI;;;;;;;;;;;;;
S2-356738;;01/04/2019;02/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN COLOMBIANA DE COMERCIO S.A. (MED) CITA MARTES 02 ABRIL 3 PM 745899 29,4 1;;;02/04/2019 15:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-357185;Confirmada;02/04/2019;02/04/2019;URBANO;SABANETA;MEDELLIN;"AC CD HC UNIVENTAS CITA MARTES 02 ABRIL 8 PM	747273	16,6	1
";;;02/04/2019 20:00;AC CD HC UNIVENTAS;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
