SOLICITUD;ESTADO_SOLICITUD;F_SOLCIITUD;F_CARGUE_SOLICITUD;Tipo_Op;ORIGEN;DESTINO;OBSERVACIONES;VIAJE;PLACA;FECHA CITA;CLIENTE;CANAL DE DISTRIBUCIÓN;NEGOCIO;CUMPLE;SEGUIMIENTO;CAUSA;ASIGNADA ;ABECEDARIO;CONS;MES;DIA;CITA REPRO.;TIPOLOGIA;PROPIETARIO;ConductorNombre;ConductorCel;
S2-358133;Confirmada;3/04/2019;3/04/2019;URBANO;MADRID;BOGOTA;04 ABRIL CITA -EN  (8000008709 ) TODACO S.A.S. DE 6 AM A 12--- EN SUPER TIENDA CERAMICA SANTA LUCIA SAS / CL 46 SUR # 19 - 83SANTA LUCIA / BOGOTA  PERSONAL DE DESCARGUE CON ARL AL DIA Y EPP---EN MAXCERAMICA AVENIDA 68;VS-808319;SUJ047;4/04/2019 12:00;TODACO S.A.S.;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358159;Confirmada;3/04/2019;4/04/2019;CROSSDOCKING TRAMO 1;GIRARDOTA;MADRID;"CITA CRITICA 04 DE ABRIL DE 6 AM A 12 M TRASLADO A SF OJO VA CON CADENA DE TRANSPORTE LLEVA VTC ojo cargar LA VEGA Y GR
748420-748424-748426";;;4/04/2019 12:00;CEDI;#¡REF!;REVESTIMIENTO;NO;;TIEMPO DE ESTADÍA EN PLANTA MAYOR AL ESTABLECIDO;DISTRIBUCIÓN;;;;;;;;;;
S2-358162;Confirmada;3/04/2019;4/04/2019;CROSSDOCKING TRAMO 1;GIRARDOTA;MADRID;CITA CRITICA 04 DE ABRIL DE 6 AM A 12 M TRASLADO A SF OJO VA CON CADENA DE TRANSPORTE LLEVA VTC OJO CARGAR LA VEGA Y GR;;;4/04/2019 12:00;CEDI;#¡REF!;REVESTIMIENTO;NO;;TIEMPO DE ESTADÍA EN PLANTA MAYOR AL ESTABLECIDO;DISTRIBUCIÓN;;;;;;;;;;
S2-358241;;3/04/2019;3/04/2019;URBANO;MADRID;BOGOTA;04 ABRL CITA EN CRITICA EN  (8000008517) SODIMAC COL. S.A. (CALLE 80) DE 6 AM A 12 M ----ZONA DE SUEÑOS  EN  SODIMAC COL. S.A. (CALLE 80)---EN CENTRAL DE PREMONTAJE JUAN C---NOTA DE ZONA DE SUEÑOS ESTAN REPORTANDO Q LES ESTA LLEGANDO EL PORDUCTO ROTO. POR;;;4/04/2019 12:00;SD CALLE 80;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358182;;3/04/2019;4/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN PARACONSTRUIR S.A.S. CITA JUEVES 04 ABRIL 1 PM 748274 31,3 1;;;4/04/2019 13:00;PARACONSTRUIR;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-358194;;3/04/2019;4/04/2019;URBANO;SABANETA;BELLO;MEDELLIN-BELLO /MUNDO YESOS CENTRO CITA JUEVES 04 ABRIL 1 PM // ARIAS GRISALES ROSALBA 748270 4,3 2;;;4/04/2019 13:00;MUNDO YESOS;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-358047;Confirmada;3/04/2019;3/04/2019;URBANO;SOACHA;FUNZA;HC VENECIA CITA JUEVES 4 ABRIL 6:00 A.M// COLOMBIANA DE COMERCIO FUNZA CITA JUEVS 4 ABRIL 2:00 P.M;VS-808198;WBD095;4/04/2019 14:00;COLOMBIANA DE COMERCIO S.A.;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-358187;;3/04/2019;3/04/2019;URBANO;SOLEDAD;BARRANQUILLA;AC HC 20 DE JULIO CITA JUEVES 6 AM/7 AC HC CALLE 30 CITA 2 PM;;;4/04/2019 14:00;AC CD TC CALLE 30;#¡REF!;CORLANC;SI;;;;;;;;;;;;;
S2-358791;Confirmada;4/04/2019;4/04/2019;URBANO;CALDAS;SABANETA;ALMACEN BREMEN - MEDELLIN CITA JUEVES 4 DE ABRIL 2PM//COMPANIA DE ALIMENTOS COLOMBIANOS CALCO//GLUKY GROUP SAS (SABANETA) OJO LLEVA FRA DE GLUCKY EN7379 N INTERNO 92367222;VS-809085;TMW677;4/04/2019 14:00;ALMACEN BREMEN ;#¡REF!;LOCERIA;SI;;;;;;;;;;;;;
S2-358186;;3/04/2019;4/04/2019;URBANO;SABANETA;COPACABANA;MEDELLIN-COPACABANA BODEGA-DECOR HABITAT// VIVENZA// ROCA CITA JUEVES 04 ABRIL 3 PM 748266  9  3;;;4/04/2019 15:00;ALMACENES E INDUSTRIAS ROCA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357770;;2/04/2019;3/04/2019;CROSSDOCKING TRAMO 2;YUMBO;BUGALAGRANDE;SOFERCO S A CITA JUEVES 04 DE ABRIL 11 AM//PARQUE INDUSTRIAL Y COMERCIAL DE TULUA//FERRETERIA MASTER CITA JUEVES 04 DE ABRIL 4 PM//BODEGA CRA 19;;;4/04/2019 16:00;FERRETERIA MASTER;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358708;Confirmada;4/04/2019;4/04/2019;URBANO;MADRID;MADRID;ORDEN DE TRASLADO DE SAN FRANCISCO A MADRID VEHICULO SENCILLO URGENTE CITA CARGUE JUEVES A LAS 12.00PM Y CITA ENTREGA JUEVES 16:00PM;VS-808962;SRA362;4/04/2019 16:00;PRODIVERSO;#¡REF!;REVESTIMIENTO;NO;;TIEMPO DE ESTADÍA EN PLANTA MAYOR AL ESTABLECIDO;DISTRIBUCIÓN;;;;;;;;;;
S2-357776;;2/04/2019;3/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;CASTELLANA//HOME MARKET SANDRA RODRIGUEZ//BODEGA CERAMICA CITA JUVES 04 DE ABRIL 5:30 PM;;;4/04/2019 17:30;BODEGA CERAMICA PALMIRA;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357992;;3/04/2019;3/04/2019;URBANO;SOPO;BOGOTA;LISTODO S.A.-DISTRIBUIDORA METROCERAMICAS S.A.S-AC CD TC SUBA-04 DE ABRIL LISTODO Y METROCERAMICAS CITA DE 6 AM A 12 M--SUBA CITA 6 PM OJO;;;4/04/2019 18:00;AC CD TC SUBA;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356917;;1/04/2019;2/04/2019;NACIONAL;SOPO;MEDELLIN;CITA SD INDUSTRIALES EL DIA 4 DE ABRIL A LAS 6:00 AM JUVES /AC UNIVENTAS 9:00 PM JUEVES 4 DE BARIL;;;4/04/2019 21:00;AC CD HC UNIVENTAS;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355176;Confirmada;29/03/2019;3/04/2019;NACIONAL;MADRID;CALI;AC CD TC ALFONSO LOPEZ CITA VIERNES 05 DE ABRIL 5 AM MULA EN PLANCHA;VS-805174;SRM608;5/04/2019 5:00;AC CD TC ALFONSO LOPEZ;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357612;Confirmada;2/04/2019;3/04/2019;CROSSDOCKING TRAMO 1;GIRARDOTA;YUMBO;AC CD BODEGA CALI CITA VIERNES 05 DE ABRIL 5 AM // DESPUES ENTREGAR EN YUMBO MULA EN PLANCHA;VS-807735;TFQ140;5/04/2019 5:00;AC CD BODEGA CALI;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358085;Confirmada;3/04/2019;3/04/2019;CROSSDOCKING TRAMO 1;SOPO;YUMBO;AC CD BODEGA CALI CITA VIERNES 05 DE ABRIL 5 AM // DESPUES ENTREGAR EN YUMBO MULA EN PLANCHA;VS-808278;TEK544;5/04/2019 5:00;AC CD BODEGA CALI;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358111;Confirmada;3/04/2019;3/04/2019;CROSSDOCKING TRAMO 1;MADRID;YUMBO;AC CD BODEGA CALI CITA VIERNES 05 DE ABRIL 5AM // DESPUES ENTREGAR EN YUMBO MULA EN PLANCHA;VS-808322;SWN699;5/04/2019 5:00;AC CD BODEGA CALI;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358741;;4/04/2019;4/04/2019;URBANO;SOPO;BOGOTA;SD SUR-PRODIVERSO AUPAZ JURADO DIANA MAGALLI-05 DE ABRIL SD SUR CITA 5 AM--EL OTRO CLIENTE ANTES DE LAS 12 M;;;5/04/2019 5:00;SD SUR BOGOTA;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356775;;1/04/2019;2/04/2019;NACIONAL;RIONEGRO;APARTADO;AC CD TC APARTADO CITA JUEVES 4 DE ABRIL 6 AM;;;5/04/2019 6:00;AC CD TC APARTADO;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-357019;;1/04/2019;4/04/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;05 ABRIL  CITA CRITICA 6 AM  EN (8000004061)ALMACEN SANITARIO BODEGA SANTA FE ESTIBADO E PLANCHON ENTREGA GRANEL LLEVAR AUXILIARES  COA ARL Y EPP NOTA PARA ESTE CLIENE  EN EL SOBRE DE FACTURAS POR LA PARTE EXTERIOR SE DEBERAN MARCAR LA MALLA CON LA CITA D;;;5/04/2019 6:00;ALMACEN SANITARIO S.A.S;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357208;;2/04/2019;2/04/2019;NACIONAL;GIRARDOTA;SANTA MARTA;CITA CRITICA  05   ABRIL    6   AM  SODIMAC COL. S.A. (SANTA MARTA)-AC CD HC SANTA MARTA  NUEVA ESTACION DE POLICIA DE CIENAGA-INVERSIONES FERIA DEL PISO S.A.S-TEJAS Y PISOS DEL MAGDALENA LTDA;;;5/04/2019 6:00;SD SANTA MARTA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357339;Confirmada;2/04/2019;3/04/2019;NACIONAL;GIRARDOTA;ARMENIA;CITA CRITICA  05   ABRIL    6   AM   SODIMAC COL S.A. (ARMENIA)-URBE CONSTRUCCIONES SAS-VALPARAISO-HACIENDA HORIZONTE;VS-807441;WRC836;5/04/2019 6:00;SD ARMENIA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357350;;2/04/2019;3/04/2019;NACIONAL;GIRARDOTA;DOSQUEBRADAS;CITA CRITICA  05   ABRIL    6   AM COMERCIAL CALDAS S A-RECINTO DEL PENSAMIENTO-COMITE CAFETEROS-ARMETALES S.A. (CHINCHINA)-ALMACEN SANITARIO EJE -NORBERTO ZULUAGA BETANCURTCAFETERO(DOS)-VILLAS DE LA PRADERA;;;5/04/2019 6:00;COMERCIAL CALDAS S.A.;#¡REF!;BAÑOS y COCINAS;;;;;;;;;;;;;;
S2-357376;;2/04/2019;3/04/2019;NACIONAL;SABANETA;PEREIRA;SD MANIZALES CITA JUEVES 4 DE ABRIL 6 AM//CENTRAL HIDROELECTRICA DE CALDAS S.A. E. CITA JUEVES AM//AC CD HC PEREIRA CITA VIERNES 5M DE ABRIL 6 AM//INTERNACIONAL DE ELCETRICOS;;;5/04/2019 6:00;AC CD HC PEREIRA;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-357452;;2/04/2019;3/04/2019;NACIONAL;SOPO;CALI;SODIMAC COL. S.A. (CALI NORTE) CITA VIERNES 05 DE ABRIL 6 AM;;;5/04/2019 6:00;SD CALI NORTE;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357526;Confirmada;2/04/2019;3/04/2019;NACIONAL;SOPO;FLORENCIA;NEGOCIOS FAMILIARES INTEGRADOS S.A.S CITA VIERNES 5 DE ABRIL 6 AM//MONTES DE MARLES MYRIAM AMPARO//SUPERMERCADO DE LA CONSTRUCCION ALMACEN;VS-807818;SVD074;5/04/2019 6:00;NEGOCIOS FAMILIARES INTEGRADOS S.A.;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;.
S2-357528;Confirmada;2/04/2019;3/04/2019;NACIONAL;MADRID;CALI;SODIMAC COL. S.A. (CALI SUR) CITA VIERNES 05 DE ABRIL 6 AM// HACIENDA REAL SEGURIDAD SOCIAL NIVEL 5 MULA CARROZADA;VS-807694;SWN571;5/04/2019 6:00;SD SUR BOGOTA;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357538;Confirmada;2/04/2019;3/04/2019;CROSSDOCKING TRAMO 1;MADRID;YUMBO;ALMACEN CERAMICAS Y PINTURAS CITA VIERNES 05 DE ABRIL 6 AM // CITA EN YUMBO VIERNES 05 DE ABRIL 2 PM XD PURO RROZADA;VS-807832;SXU710;5/04/2019 6:00;ALMACEN CERAMICAS Y PINTURAS LTDA;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357610;Confirmada;2/04/2019;3/04/2019;NACIONAL;RIONEGRO;YUMBO;CD YUMBO CITA VIERNES 5 DE ABRIL 6 AM;VS-807727;SYK509;5/04/2019 6:00;CD YUMBO;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357624;Confirmada;2/04/2019;3/04/2019;NACIONAL;SOPO;YUMBO;SODIMAC COL. S.A. (CALI NORTE) CITA VIERNES 05 DE MARZO 6 AM // DESPUES ENTREGAR EN YUMBO;VS-807746;VMU146;5/04/2019 6:00;SD CALI NORTE;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;.
S2-357628;;2/04/2019;3/04/2019;NACIONAL;GIRARDOTA;CALI;CITA CRITICA  05   ABRIL    6   AM AC CD TC ALFONSO LOPEZ -ALMACEN CERAMICAS Y PINTURAS LTDA-OC12600849-ACUARELA II;;;5/04/2019 6:00;AC CD TC ALFONSO LOPEZ;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357769;;2/04/2019;3/04/2019;NACIONAL;MADRID;BUCARAMANGA;BUCARAMANGA 4,5 CITA SODIMAC BUCARAMANGA SE ENTREGA EL VIERNES 05 DE ABRIL 6 AM Y AC PUERTA DEL SOL 10 AM;;;5/04/2019 6:00;SD BUCARAMANGA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357772;Confirmada;2/04/2019;3/04/2019;NACIONAL;MADRID;CUCUTA;CUCUTA 4,5 CITA SODIMAC CUCUTA SE ENTREGA EL VIERNES 05 DE ABRIL 6 AM Y AC CUCUTA 10 AM Y UN CLIENTE MAS;VS-808054;XVU636;5/04/2019 6:00;SD CUCUTA;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357802;Confirmada;2/04/2019;3/04/2019;NACIONAL;MADRID;GIRON;SAN GIL-GIRON 4,5 CITA ARDISA SE ENTREGA EL VIERNES 05 DE ABRIL 6 AM Y 3 CLIENTES MAS;VS-807954;SMK320;5/04/2019 6:00;ARDISA S.A.;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357989;;3/04/2019;3/04/2019;CROSSDOCKING TRAMO 1;SOPO;GIRARDOTA;CITA SD ENVIGADO EL DIA 5 DE ABRIL A LAS 6 AM ZONA DE SUEÑOS/TEXCOMERCIAL ITAGUI CITA 9:30 AM DESPACHO ESTIBADO Y FRONTAL/CROOSD LA VEGA CON OR;;;5/04/2019 6:00;SD ENVIGADO;#¡REF!;REVESTIMIENTO;;;;;;;;;;;;;;
S2-358022;Confirmada;3/04/2019;3/04/2019;CROSSDOCKING TRAMO 1;MADRID;YUMBO;SODIMAC COL. S.A. (CALI NORTE) CITA VIERNES 05 DE ABRIL 6 AM // DESPUES ENTREGAR EN YUMBO MULA CARROZADA;VS-808176;SZX918;5/04/2019 6:00;SD CALI NORTE;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358053;Confirmada;3/04/2019;3/04/2019;NACIONAL;GIRARDOTA;YUMBO;CITA CRITICA  05   ABRIL    6   AM  AC CD BODEGA CALI - CONSORCIO INCETELCA-MAXCERAMICA CAMBULOS-SAN PASCUAL-TIENDA CERAMICA YO SOY;VS-808260;SDW467;5/04/2019 6:00;AC CD BODEGA CALI;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358083;Confirmada;3/04/2019;3/04/2019;NACIONAL;MADRID;MEDELLIN;CITA PARA CONSTRUIR EL DIA          05 DE ABRIL A LAS 6:00 AM VIERNES   CARGUE ESTIBADO/PLANCHA/FRONTAL/ CARGAR HOY;VS-808261;SRN570;5/04/2019 6:00;PARACONSTRUIR;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358121;Confirmada;3/04/2019;3/04/2019;NACIONAL;MADRID;IBAGUE;GIRARDOT-ESPINAL-IBAGUE 4,5 CITA SODIMAC GIRARDOT SE ENTREGA EL JUEVES 04 DE ABRIL 6 AM Y SODIMAC IBAGUE VIERNES 05 DE ABRIL 6 AM Y 4 CLIENTES MAS;VS-808270;SXC282;5/04/2019 6:00;SD IBAGUE;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358134;;3/04/2019;4/04/2019;URBANO;GIRARDOTA;LA CEJA;4 CLIENTES RIONEGRO CITA 5 DE ABRIL A LAS 6:00 AM/3 CLIENTES MAS;;;5/04/2019 6:00;PRODIVERSO;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358135;;3/04/2019;4/04/2019;URBANO;GIRARDOTA;MEDELLIN;6 CLIENTES CITA SAN JUAN EL DIA 5 DE ABRIL A LAS 6:00 AM /SD BELLO 9:00 AM EL DIA 5 DE ABRIL VIERNES /4 CLIENTES MAS;;;5/04/2019 6:00;SD SAN JUAN;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358153;Confirmada;3/04/2019;4/04/2019;URBANO;MADRID;FUNZA;05 ABR  CITA 6 AM   EN EN (8000007847) COLOMBIANA DE COMERCIO S.A.  CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO). NOTA CADA ORDEN DE COMPRA SE DEBE GENERAR UNA FACTURA PARA ESTA CLIENTE;VS-808372;SRN146;5/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358154;Confirmada;3/04/2019;4/04/2019;URBANO;MADRID;FUNZA;05 ABR  CITA 6 AM   EN EN (8000007847) COLOMBIANA DE COMERCIO S.A.  CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO). NOTA CADA ORDEN DE COMPRA SE DEBE GENERAR UNA FACTURA PARA ESTA CLIENTE;VS-808367;WMB164;5/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;#¡REF!;REVESTIMIENTO;;;;;;;;;;;;;;
S2-358164;;3/04/2019;4/04/2019;URBANO;MADRID;BOGOTA;05 ABRIL  CITA CRITICA 6 AM EN (8000008556) SODIMAC COL. S.A. (SUR) DE 5 AM--;;;5/04/2019 6:00;SD SUR BOGOTA;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358198;;3/04/2019;3/04/2019;NACIONAL;GIRARDOTA;VALLEDUPAR;CITA CRITICA  05   ABRIL    6   AM SODIMAC COL. S.A. (VALLEDUPAR)-AC CD HC VALLEDUPAR;;;5/04/2019 6:00;SD VALLEDUPAR;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358209;;3/04/2019;4/04/2019;URBANO;BARRANQUILLA;BARRANQUILLA;SODIMAC COL S.A. (BARRANQUILLA CLL 30) CITA VIERNES 5 DE ABRIL 6 AM;;;5/04/2019 6:00;SD BARRANQUILLA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-358213;Confirmada;3/04/2019;4/04/2019;NACIONAL;BARRANQUILLA;CARTAGENA;SODIMAC COL S.A. (CARTAGENA SAN FDO) CITA VIERNES 5 DE ABRIL 6 AM;VS-808393;UGD245;5/04/2019 6:00;SD CARTAGENA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-358237;Montada;3/04/2019;4/04/2019;NACIONAL;BARRANQUILLA;VALLEDUPAR;SODIMAC COL. S.A. (VALLEDUPAR) CITA VIERNES 5 DE ABRIL 6 AM // AC HC VALLEDUPAR CITA VIERNES 10 AM;;;5/04/2019 6:00;SD VALLEDUPAR;#¡REF!;SUMICOL;;;;;;;;;;;;;;
S2-358368;Confirmada;3/04/2019;4/04/2019;NACIONAL;SABANETA;ARMENIA;SD ARMENIA CITA VIERNES 5 DE ABRIL 6 AM//ARIAS FERNANDEZ VICTORIA EUGENIA;VS-808561;TPL160;5/04/2019 6:00;SD ARMENIA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-358370;Confirmada;3/04/2019;4/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 2 CITA SODIMAC CALLE 80 SE ENTREGA EL VIERNES 05 DE ABRIL 6 AM;VS-808545;USA223;5/04/2019 6:00;SD CALLE 80;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358371;Confirmada;3/04/2019;4/04/2019;NACIONAL;SABANETA;PEREIRA;SODIMAC COL. S.A. (PEREIRA) CITA VIERNES 5 DE ABRIL 6 AM;VS-808619;VSE899;5/04/2019 6:00;SD PEREIRA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-358372;Confirmada;3/04/2019;4/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 4,5 CITA SODIMAC CEDRITOS SE ENTREGA EL VIERNES 05 DE ABRIL 6 AM Y UN CLIENTE MAS;;;5/04/2019 6:00;SD CEDRITOS;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358378;Confirmada;3/04/2019;4/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 1 CITA SODIMAC NORTE SE ENTREGA EL VIERNES 05 DE ABRIL 6 AM;VS-808568;UFQ340;5/04/2019 6:00;SD NORTE BOGOTA ;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358382;Confirmada;3/04/2019;4/04/2019;URBANO;MADRID;SOACHA;BOGOTA-SOACHA 3,5 CITA SODIMAC SUR SE ENTREGA EL VIERNES 05 DE ABRIL 6 AM  Y UN CLIENTE MAS;;;5/04/2019 6:00;SD SUR BOGOTA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358386;Confirmada;3/04/2019;4/04/2019;NACIONAL;MADRID;YOPAL;VILLAVICENCIO-YOPAL 4,5 CITA SODIMAC VILLAVICENCIO SE ENTREGA EL VIERNES 05 DE ABRIL 6 AM Y SODIMAC YOPAL SABADO 06 DE ABRIL Y 6 CLIENTES MAS;VS-808617;WLK771;5/04/2019 6:00;SD VILLAVICENCIO ;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358418;;3/04/2019;4/04/2019;URBANO;MADRID;BOGOTA;05 ABRIL  CITA CRITICA EN AC17 AC CD TC SANTA LUCIA DE 5 AM A 6 AM EN PLANCHON;;;5/04/2019 6:00;AC CD TC SANTA LUCIA;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358429;Confirmada;3/04/2019;4/04/2019;URBANO;MADRID;BOGOTA;05 ABRIL  CITA CRITICA EN AC17 AC CD TC SANTA LUCIA DE 5 AM A 6 AM EN PLANCHON---EN JOSE ALEXANDER DUQUE GIRALDO / KR 68 # 37 SUR - 64 LA ALQUERIA / BOGOTA D.C.;VS-808775;USA529;5/04/2019 6:00;AC CD TC SANTA LUCIA;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358592;Confirmada;3/04/2019;4/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;AC CD HC CALI SUR CITA VIERNES 05 DE ABRIL 6 AM// SAN PASCUAL//OFICINA CENTRAL;VS-809094;OAI957;5/04/2019 6:00;AC CD HC CALI SUR;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358593;;3/04/2019;4/04/2019;CROSSDOCKING TRAMO 2;YUMBO;TULUA;SODIMAC (TULUA) CITA VIERNES 05 DE ABRIL 6 AM//MAXCERAMICA TULUA// CITA VIERNES 05 DE ABRIL 8 AM//COVAL COMERCIAL S.A. (CALI 2)//COVAL COMERCIAL S.A. (CALI);;;5/04/2019 6:00;SD TULUA;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;.
S2-358594;Confirmada;3/04/2019;4/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;FERREUNIVERSAL DEL VALLE S.A.S. CITA VIERNES 05 DE ABRIL 06 AM;VS-809090;PZB463;5/04/2019 6:00;FERREUNIVERSAL DEL VALLE S.A.S.;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358602;Confirmada;3/04/2019;4/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;AC CD HC CHIPICHAPE CITA VIERNES 05 DE ABRIL 6 AM//FERROCERAMICAS PAZ;VS-809120;KUM882;5/04/2019 6:00;AC CD HC CHIPICHAPE;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358607;Confirmada;3/04/2019;4/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;FERREUNIVERSAL DEL VALLE S.A.S. CITA VIERNES 05 DE ABRIL 6 AM;VS-809123;KUM805;5/04/2019 6:00;FERREUNIVERSAL DEL VALLE S.A.S.;#¡REF!;REVESTIMIENTO;NO;;;;;;;;;;;;;
S2-358710;Confirmada;4/04/2019;4/04/2019;URBANO;MADRID;MADRID;ORDEN DE TRASLADO DE SAN FRANCISCO A MADRID VEHICULO MULA CARROZADA CITA CARGUE JUEVES 14:00PM Y CITA ENTRTEGA VIERNES 06.00AM;VS-809096;SRN146;5/04/2019 6:00;PRODIVERSO;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-358715;Confirmada;4/04/2019;4/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  05   ABRIL    6    AM SODIMAC COL. S.A. (BELLO)-PORTON DEL NORTE-A. VELEZ U&CIA DEPOSITOS MIRANDA-MAXCERAMICA AVENIDA COLOMBIA;VS-809110;VLH082;5/04/2019 6:00;SD BELLO;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358716;;4/04/2019;4/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  05   ABRIL    6    AM SODIMAC COL. S.A. (INDUSTRIAL);;;5/04/2019 6:00;SD INDUSTRIALES;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358719;;4/04/2019;4/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  05   ABRIL    6    AM SODIMAC COL. S.A. (ENVIGADO)-BODEGAS PISENDE-PISENDE GUAYABAL;;;5/04/2019 6:00;SD ENVIGADO;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358720;Confirmada;4/04/2019;4/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  05   ABRIL    6    AM  SODIMAC COL. S.A. (MOLINOS)-MATERIALES SU CONSTRUCCION  (PPAL);VS-809141;WDY019;5/04/2019 6:00;SD MOLINOS;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-358726;Confirmada;4/04/2019;4/04/2019;URBANO;MADRID;FUNZA;ORDEN DE TRASLADO DE SAN FRANCISCO A FUNZA CITA CARGUE JUEVES 17:00PM Y CITA ENTREGA VIERNES 06:00AM;;;5/04/2019 6:00;PRODIVERSO;#¡REF!;REVESTIMIENTO;;;;;;;;;;;;;;
